Name,FileName,BitDepth,Format,FrameRate,0,width,height,Frames,Level
Netflix_Boat,Netflix_Boat_4096x2160_60fps_10bit_420.yuv,10,420,60,0,4096,2160,300,5.1
Netflix_BoxingPractice,Netflix_BoxingPractice_4096x2160_60fps_10bit_420.yuv,10,420,60,0,4096,2160,254,5.1
Netflix_Crosswalk,Netflix_Crosswalk_4096x2160_60fps_10bit_420.yuv,10,420,60,0,4096,2160,300,5.1
Netflix_FoodMarket2,Netflix_FoodMarket2_4096x2160_60fps_10bit_420.yuv,10,420,60,0,4096,2160,300,5.1
Netflix_FoodMarket,Netflix_FoodMarket_4096x2160_60fps_10bit_420.yuv,10,420,60,0,4096,2160,600,5.1
Netflix_Narrator,Netflix_Narrator_4096x2160_60fps_10bit_420.yuv,10,420,60,0,4096,2160,300,5.1
Netflix_SquareAndTimelapse,Netflix_SquareAndTimelapse_4096x2160_60fps_10bit_420.yuv,10,420,60,0,4096,2160,600,5.1
Netflix_Timelapse,Netflix_Timelapse_long_1920x1080_60fps_10bit_420_CfE.yuv,10,420,60,0,1920,1080,600,4.1
Netflix_TimeLapse,Netflix_TimeLapse_long_4096x2160_60fps_10bit_420.yuv,10,420,60,0,4096,2160,600,5.1
Netflix_TunnelFlag,Netflix_TunnelFlag_4096x2160_60fps_10bit_420.yuv,10,420,60,0,4096,2160,600,5.1
AerialCrowd,AerialCrowd_3840x2160_30_10b_709_420.yuv,10,420,60,0,4096,2160,600,5.1
BridgeViewTraffic,BridgeViewTraffic_3840x2160_60_10b_709_420.yuv,10,420,60,0,4096,2160,600,5.1
TreeShade,TreeShade_3840x2160_30fps_10bit_420.yuv,10,420,60,0,4096,2160,300,5.1
Square,Square_3840x2160_60_10b_709_420.yuv,10,420,60,0,4096,2160,300,5.1
NightRoad,NightRoad_3840x2160_60_10b_709_420.yuv,10,420,60,0,4096,2160,600,5.1
