NAME,WIDTH,HEIGHT,QP,MODE,DEPTH,HOR_TR,VER_TR
162.bin,132,132,32
163.bin,132,132,27
164.bin,132,132,37
165.bin,132,132,27
166.bin,132,132,22
167.bin,132,132,22
168.bin,132,132,32
169.bin,132,132,37
170.bin,132,132,22
171.bin,132,132,32
172.bin,132,132,27
173.bin,132,132,37
174.bin,132,132,27
175.bin,132,132,22
176.bin,132,132,32
177.bin,132,132,22
178.bin,132,132,22
179.bin,132,132,32
180.bin,132,132,37
181.bin,132,132,27
182.bin,132,132,37
183.bin,132,132,32
184.bin,132,132,22
185.bin,132,132,22
186.bin,132,132,27
187.bin,132,132,22
188.bin,132,132,37
189.bin,132,132,37
190.bin,132,132,27
191.bin,132,132,32
192.bin,132,132,32
193.bin,132,132,22
194.bin,132,132,22
195.bin,132,132,27
196.bin,132,132,22
197.bin,132,132,37
198.bin,132,132,37
199.bin,132,132,32
200.bin,132,132,27
201.bin,132,132,22
202.bin,132,132,32
203.bin,132,132,22
204.bin,132,132,22
205.bin,132,132,37
206.bin,132,132,27
207.bin,132,132,37
208.bin,132,132,27
209.bin,132,132,32
210.bin,132,132,22
211.bin,132,132,32
212.bin,132,132,22
213.bin,132,132,37
214.bin,132,132,37
215.bin,132,132,22
216.bin,132,132,27
217.bin,132,132,27
218.bin,132,132,32
219.bin,132,132,27
220.bin,132,132,32
221.bin,132,132,22
222.bin,132,132,37
223.bin,132,132,27
224.bin,132,132,22
225.bin,132,132,22
226.bin,132,132,37
227.bin,132,132,27
228.bin,132,132,32
229.bin,132,132,27
230.bin,132,132,32
231.bin,132,132,22
232.bin,132,132,22
233.bin,132,132,37
234.bin,132,132,22
235.bin,132,132,27
236.bin,132,132,32
237.bin,132,132,37
238.bin,132,132,27
239.bin,132,132,27
240.bin,132,132,32
241.bin,132,132,27
242.bin,132,132,22
243.bin,132,132,37
244.bin,132,132,37
245.bin,132,132,22
246.bin,132,132,22
247.bin,132,132,27
248.bin,132,132,32
249.bin,132,132,27
250.bin,132,132,32
251.bin,132,132,37
252.bin,132,132,27
253.bin,132,132,32
254.bin,132,132,37
255.bin,132,132,27
256.bin,132,132,22
257.bin,132,132,22
258.bin,132,132,22
259.bin,132,132,27
260.bin,132,132,32
261.bin,132,132,27
262.bin,132,132,37
263.bin,132,132,32
264.bin,132,132,22
265.bin,132,132,37
266.bin,132,132,27
267.bin,132,132,22
268.bin,132,132,22
269.bin,132,132,27
270.bin,132,132,32
271.bin,132,132,37
272.bin,132,132,37
273.bin,132,132,27
274.bin,132,132,32
275.bin,132,132,32
276.bin,132,132,22
277.bin,132,132,22
278.bin,132,132,37
279.bin,132,132,27
280.bin,132,132,22
281.bin,132,132,27
282.bin,132,132,37
283.bin,132,132,32
284.bin,132,132,27
285.bin,132,132,32
286.bin,132,132,32
287.bin,132,132,22
288.bin,132,132,27
289.bin,132,132,27
290.bin,132,132,22
291.bin,132,132,22
292.bin,132,132,37
293.bin,132,132,27
294.bin,132,132,37
295.bin,132,132,32
296.bin,132,132,27
297.bin,132,132,22
298.bin,132,132,32
299.bin,132,132,32
300.bin,132,132,22
301.bin,132,132,27
302.bin,132,132,32
303.bin,132,132,22
304.bin,132,132,27
305.bin,132,132,37
306.bin,132,132,27
307.bin,132,132,37
308.bin,132,132,32
309.bin,132,132,22
310.bin,132,132,32
311.bin,132,132,22
312.bin,132,132,27
313.bin,132,132,22
314.bin,132,132,32
315.bin,132,132,37
316.bin,132,132,27
317.bin,132,132,22
318.bin,132,132,32
319.bin,132,132,27
320.bin,132,132,37
321.bin,132,132,32
322.bin,132,132,22
323.bin,132,132,27
324.bin,132,132,37
325.bin,132,132,32
326.bin,132,132,27
327.bin,132,132,22
328.bin,132,132,27
329.bin,132,132,22
330.bin,132,132,32
331.bin,132,132,32
332.bin,132,132,37
333.bin,132,132,27
334.bin,132,132,22
335.bin,132,132,32
336.bin,132,132,37
337.bin,132,132,27
338.bin,132,132,32
339.bin,132,132,27
340.bin,132,132,22
341.bin,132,132,22
342.bin,132,132,32
343.bin,132,132,37
344.bin,132,132,32
345.bin,132,132,27
346.bin,132,132,22
347.bin,132,132,37
348.bin,132,132,22
349.bin,132,132,32
350.bin,132,132,27
351.bin,132,132,27
352.bin,132,132,32
353.bin,132,132,22
354.bin,132,132,27
355.bin,132,132,27
356.bin,132,132,22
357.bin,132,132,32
358.bin,132,132,37
359.bin,132,132,37
360.bin,132,132,32
361.bin,132,132,22
362.bin,132,132,22
363.bin,132,132,32
364.bin,132,132,27
365.bin,132,132,27
366.bin,132,132,22
367.bin,132,132,27
368.bin,132,132,37
369.bin,132,132,37
370.bin,132,132,32
371.bin,132,132,32
372.bin,132,132,32
373.bin,132,132,22
374.bin,132,132,22
375.bin,132,132,27
376.bin,132,132,27
377.bin,132,132,22
378.bin,132,132,27
379.bin,132,132,32
380.bin,132,132,37
381.bin,132,132,37
382.bin,132,132,32
383.bin,132,132,32
384.bin,132,132,22
385.bin,132,132,22
386.bin,132,132,22
387.bin,132,132,27
388.bin,132,132,27
389.bin,132,132,27
390.bin,132,132,32
391.bin,132,132,37
392.bin,132,132,32
393.bin,132,132,37
394.bin,132,132,32
395.bin,132,132,22
396.bin,132,132,22
397.bin,132,132,27
398.bin,132,132,32
399.bin,132,132,27
400.bin,132,132,27
401.bin,132,132,22
402.bin,132,132,32
403.bin,132,132,37
404.bin,132,132,37
405.bin,132,132,32
406.bin,132,132,22
407.bin,132,132,22
408.bin,132,132,27
409.bin,132,132,27
410.bin,132,132,32
411.bin,132,132,27
412.bin,132,132,32
413.bin,132,132,37
414.bin,132,132,22
415.bin,132,132,32
416.bin,132,132,37
417.bin,132,132,22
418.bin,132,132,22
419.bin,132,132,27
420.bin,132,132,27
421.bin,132,132,27
422.bin,132,132,32
423.bin,132,132,32
424.bin,132,132,37
425.bin,132,132,22
426.bin,132,132,32
427.bin,132,132,37
428.bin,132,132,22
429.bin,132,132,22
430.bin,132,132,27
431.bin,132,132,27
432.bin,132,132,27
433.bin,132,132,37
434.bin,132,132,32
435.bin,132,132,32
436.bin,132,132,32
437.bin,132,132,22
438.bin,132,132,37
439.bin,132,132,22
440.bin,132,132,22
441.bin,132,132,27
442.bin,132,132,27
443.bin,132,132,32
444.bin,132,132,37
445.bin,132,132,32
446.bin,132,132,27
447.bin,132,132,32
448.bin,132,132,22
449.bin,132,132,37
450.bin,132,132,32
451.bin,132,132,27
452.bin,132,132,22
453.bin,132,132,32
454.bin,132,132,27
455.bin,132,132,37
456.bin,132,132,22
457.bin,132,132,22
458.bin,132,132,32
459.bin,132,132,27
460.bin,132,132,37
461.bin,132,132,32
462.bin,132,132,27
463.bin,132,132,32
464.bin,132,132,27
465.bin,132,132,22
466.bin,132,132,37
467.bin,132,132,22
468.bin,132,132,37
469.bin,132,132,22
470.bin,132,132,32
471.bin,132,132,27
472.bin,132,132,27
473.bin,132,132,32
474.bin,132,132,32
475.bin,132,132,27
476.bin,132,132,22
477.bin,132,132,37
478.bin,132,132,37
479.bin,132,132,22
480.bin,132,132,27
481.bin,132,132,32
482.bin,132,132,22
483.bin,132,132,32
484.bin,132,132,27
485.bin,132,132,27
486.bin,132,132,32
487.bin,132,132,22
488.bin,132,132,37
489.bin,132,132,22
490.bin,132,132,37
491.bin,132,132,27
492.bin,132,132,27
493.bin,132,132,32
494.bin,132,132,22
495.bin,132,132,32
496.bin,132,132,27
497.bin,132,132,32
498.bin,132,132,22
499.bin,132,132,22
500.bin,132,132,37
501.bin,132,132,27
502.bin,132,132,27
503.bin,132,132,22
504.bin,132,132,37
505.bin,132,132,22
506.bin,132,132,37
507.bin,132,132,27
508.bin,132,132,27
509.bin,132,132,32
510.bin,132,132,32
511.bin,132,132,32
512.bin,132,132,22
513.bin,132,132,37
514.bin,132,132,22
515.bin,132,132,27
516.bin,132,132,27
517.bin,132,132,37
518.bin,132,132,22
519.bin,132,132,37
520.bin,132,132,27
521.bin,132,132,22
522.bin,132,132,32
523.bin,132,132,32
524.bin,132,132,27
525.bin,132,132,32
526.bin,132,132,22
527.bin,132,132,37
528.bin,132,132,22
529.bin,132,132,37
530.bin,132,132,27
531.bin,132,132,27
532.bin,132,132,37
533.bin,132,132,22
534.bin,132,132,32
535.bin,132,132,32
536.bin,132,132,27
537.bin,132,132,27
538.bin,132,132,22
539.bin,132,132,22
540.bin,132,132,22
541.bin,132,132,32
542.bin,132,132,22
543.bin,132,132,27
544.bin,132,132,37
545.bin,132,132,37
546.bin,132,132,32
547.bin,132,132,27
548.bin,132,132,27
549.bin,132,132,37
550.bin,132,132,32
551.bin,132,132,22
552.bin,132,132,27
553.bin,132,132,22
554.bin,132,132,22
555.bin,132,132,32
556.bin,132,132,22
557.bin,132,132,37
558.bin,132,132,32
559.bin,132,132,37
560.bin,132,132,27
561.bin,132,132,27
562.bin,132,132,32
563.bin,132,132,27
564.bin,132,132,37
565.bin,132,132,27
566.bin,132,132,32
567.bin,132,132,22
568.bin,132,132,37
569.bin,132,132,37
570.bin,132,132,32
571.bin,132,132,22
572.bin,132,132,22
573.bin,132,132,22
574.bin,132,132,27
575.bin,132,132,32
576.bin,132,132,27
577.bin,132,132,27
578.bin,132,132,27
579.bin,132,132,37
580.bin,132,132,32
581.bin,132,132,22
582.bin,132,132,37
583.bin,132,132,37
584.bin,132,132,32
585.bin,132,132,22
586.bin,132,132,22
587.bin,132,132,22
588.bin,132,132,27
589.bin,132,132,32
590.bin,132,132,27
591.bin,132,132,27
592.bin,132,132,37
593.bin,132,132,37
594.bin,132,132,37
595.bin,132,132,32
596.bin,132,132,32
597.bin,132,132,22
598.bin,132,132,22
599.bin,132,132,27
600.bin,132,132,22
601.bin,132,132,32
602.bin,132,132,22
603.bin,132,132,37
604.bin,132,132,27
605.bin,132,132,27
606.bin,132,132,37
607.bin,132,132,32
608.bin,132,132,37
609.bin,132,132,22
610.bin,132,132,27
611.bin,132,132,27
612.bin,132,132,32
613.bin,132,132,22
614.bin,132,132,22
615.bin,132,132,37
616.bin,132,132,22
617.bin,132,132,27
618.bin,132,132,32
619.bin,132,132,27
620.bin,132,132,32
621.bin,132,132,37
622.bin,132,132,27
623.bin,132,132,37
624.bin,132,132,22
625.bin,132,132,27
626.bin,132,132,22
627.bin,132,132,22
628.bin,132,132,32
629.bin,132,132,22
630.bin,132,132,37
631.bin,132,132,27
632.bin,132,132,37
633.bin,132,132,32
634.bin,132,132,22
635.bin,132,132,32
636.bin,132,132,27
637.bin,132,132,37
638.bin,132,132,22
639.bin,132,132,22
640.bin,132,132,27
641.bin,132,132,27
642.bin,132,132,32
643.bin,132,132,37
644.bin,132,132,22
645.bin,132,132,37
646.bin,132,132,27
647.bin,132,132,37
648.bin,132,132,22
649.bin,132,132,32
650.bin,132,132,27
651.bin,132,132,22
652.bin,132,132,27
653.bin,132,132,32
654.bin,132,132,27
655.bin,132,132,32
656.bin,132,132,22
657.bin,132,132,37
658.bin,132,132,27
659.bin,132,132,32
660.bin,132,132,37
661.bin,132,132,22
662.bin,132,132,22
663.bin,132,132,22
664.bin,132,132,32
665.bin,132,132,27
666.bin,132,132,37
667.bin,132,132,27
668.bin,132,132,27
669.bin,132,132,32
670.bin,132,132,37
671.bin,132,132,22
672.bin,132,132,37
673.bin,132,132,27
674.bin,132,132,22
675.bin,132,132,22
676.bin,132,132,22
677.bin,132,132,32
678.bin,132,132,32
679.bin,132,132,27
680.bin,132,132,37
681.bin,132,132,27
682.bin,132,132,22
683.bin,132,132,27
684.bin,132,132,27
685.bin,132,132,37
686.bin,132,132,22
687.bin,132,132,32
688.bin,132,132,32
689.bin,132,132,37
690.bin,132,132,22
691.bin,132,132,22
692.bin,132,132,32
693.bin,132,132,27
694.bin,132,132,37
695.bin,132,132,27
696.bin,132,132,37
697.bin,132,132,27
698.bin,132,132,22
699.bin,132,132,37
700.bin,132,132,32
701.bin,132,132,22
702.bin,132,132,22
703.bin,132,132,22
704.bin,132,132,32
705.bin,132,132,27
706.bin,132,132,32
707.bin,132,132,27
708.bin,132,132,37
709.bin,132,132,27
710.bin,132,132,37
711.bin,132,132,37
712.bin,132,132,32
713.bin,132,132,22
714.bin,132,132,22
715.bin,132,132,27
716.bin,132,132,22
717.bin,132,132,27
718.bin,132,132,37
719.bin,132,132,32
720.bin,132,132,22
721.bin,132,132,32
722.bin,132,132,37
723.bin,132,132,27
724.bin,132,132,37
725.bin,132,132,27
726.bin,132,132,22
727.bin,132,132,22
728.bin,132,132,32
729.bin,132,132,32
730.bin,132,132,27
731.bin,132,132,37
732.bin,132,132,37
733.bin,132,132,27
734.bin,132,132,22
735.bin,132,132,32
736.bin,132,132,27
737.bin,132,132,27
738.bin,132,132,37
739.bin,132,132,22
740.bin,132,132,22
741.bin,132,132,32
742.bin,132,132,22
743.bin,132,132,32
744.bin,132,132,27
745.bin,132,132,37
746.bin,132,132,32
747.bin,132,132,37
748.bin,132,132,27
749.bin,132,132,22
750.bin,132,132,27
751.bin,132,132,27
752.bin,132,132,22
753.bin,132,132,37
754.bin,132,132,22
755.bin,132,132,32
756.bin,132,132,32
757.bin,132,132,37
758.bin,132,132,22
759.bin,132,132,32
760.bin,132,132,37
761.bin,132,132,27
762.bin,132,132,27
763.bin,132,132,27
764.bin,132,132,27
765.bin,132,132,37
766.bin,132,132,22
767.bin,132,132,22
768.bin,132,132,37
769.bin,132,132,32
770.bin,132,132,22
771.bin,132,132,27
772.bin,132,132,32
773.bin,132,132,32
774.bin,132,132,27
775.bin,132,132,37
776.bin,132,132,27
777.bin,132,132,27
778.bin,132,132,22
779.bin,132,132,37
780.bin,132,132,22
781.bin,132,132,32
782.bin,132,132,22
783.bin,132,132,32
784.bin,132,132,27
785.bin,132,132,37
786.bin,132,132,22
787.bin,132,132,32
788.bin,132,132,22
789.bin,132,132,27
790.bin,132,132,37
791.bin,132,132,32
792.bin,132,132,22
793.bin,132,132,37
794.bin,132,132,27
795.bin,132,132,27
796.bin,132,132,32
797.bin,132,132,22
798.bin,132,132,32
799.bin,132,132,37
800.bin,132,132,27
801.bin,132,132,27
802.bin,132,132,22
803.bin,132,132,22
804.bin,132,132,32
805.bin,132,132,37
806.bin,132,132,37
807.bin,132,132,27
808.bin,132,132,22
809.bin,132,132,32
810.bin,132,132,27
811.bin,132,132,37
812.bin,132,132,22
813.bin,132,132,27
814.bin,132,132,22
815.bin,132,132,32
816.bin,132,132,27
817.bin,132,132,32
818.bin,132,132,22
819.bin,132,132,37
820.bin,132,132,37
821.bin,132,132,27
822.bin,132,132,22
823.bin,132,132,32
824.bin,132,132,27
825.bin,132,132,32
826.bin,132,132,37
827.bin,132,132,37
828.bin,132,132,22
829.bin,132,132,27
830.bin,132,132,37
831.bin,132,132,32
832.bin,132,132,22
833.bin,132,132,27
834.bin,132,132,22
835.bin,132,132,22
836.bin,132,132,32
837.bin,132,132,27
838.bin,132,132,37
839.bin,132,132,32
840.bin,132,132,22
841.bin,132,132,37
842.bin,132,132,27
843.bin,132,132,27
844.bin,132,132,27
845.bin,132,132,32
846.bin,132,132,37
847.bin,132,132,22
848.bin,132,132,22
849.bin,132,132,22
850.bin,132,132,32
851.bin,132,132,27
852.bin,132,132,37
853.bin,132,132,32
854.bin,132,132,27
855.bin,132,132,37
856.bin,132,132,22
857.bin,132,132,27
858.bin,132,132,22
859.bin,132,132,22
860.bin,132,132,32
861.bin,132,132,27
862.bin,132,132,32
863.bin,132,132,22
864.bin,132,132,37
865.bin,132,132,27
866.bin,132,132,37
867.bin,132,132,37
868.bin,132,132,27
869.bin,132,132,22
870.bin,132,132,22
871.bin,132,132,27
872.bin,132,132,32
873.bin,132,132,27
874.bin,132,132,22
875.bin,132,132,32
876.bin,132,132,32
877.bin,132,132,37
878.bin,132,132,27
879.bin,132,132,37
880.bin,132,132,27
881.bin,132,132,22
882.bin,132,132,22
883.bin,132,132,37
884.bin,132,132,22
885.bin,132,132,27
886.bin,132,132,32
887.bin,132,132,22
888.bin,132,132,37
889.bin,132,132,27
890.bin,132,132,32
891.bin,132,132,32
892.bin,132,132,22
893.bin,132,132,27
894.bin,132,132,27
895.bin,132,132,37
896.bin,132,132,22
897.bin,132,132,37
898.bin,132,132,37
899.bin,132,132,32
900.bin,132,132,27
901.bin,132,132,32
902.bin,132,132,22
903.bin,132,132,27
904.bin,132,132,22
905.bin,132,132,22
906.bin,132,132,27
907.bin,132,132,32
908.bin,132,132,37
909.bin,132,132,27
910.bin,132,132,22
911.bin,132,132,37
912.bin,132,132,27
913.bin,132,132,27
914.bin,132,132,22
915.bin,132,132,32
916.bin,132,132,22
917.bin,132,132,32
918.bin,132,132,27
919.bin,132,132,27
920.bin,132,132,22
921.bin,132,132,37
922.bin,132,132,37
923.bin,132,132,22
924.bin,132,132,27
925.bin,132,132,32
926.bin,132,132,37
927.bin,132,132,27
928.bin,132,132,37
929.bin,132,132,22
930.bin,132,132,22
931.bin,132,132,37
932.bin,132,132,27
933.bin,132,132,22
934.bin,132,132,32
935.bin,132,132,32
936.bin,132,132,27
937.bin,132,132,22
938.bin,132,132,37
939.bin,132,132,27
940.bin,132,132,32
941.bin,132,132,37
942.bin,132,132,37
943.bin,132,132,32
944.bin,132,132,22
945.bin,132,132,22
946.bin,132,132,22
947.bin,132,132,27
948.bin,132,132,22
949.bin,132,132,27
950.bin,132,132,27
951.bin,132,132,32
952.bin,132,132,37
953.bin,132,132,27
954.bin,132,132,32
955.bin,132,132,37
956.bin,132,132,22
957.bin,132,132,32
958.bin,132,132,37
959.bin,132,132,27
960.bin,132,132,22
961.bin,132,132,22
962.bin,132,132,22
963.bin,132,132,37
964.bin,132,132,27
965.bin,132,132,32
966.bin,132,132,27
967.bin,132,132,27
968.bin,132,132,32
969.bin,132,132,37
970.bin,132,132,37
971.bin,132,132,22
972.bin,132,132,32
973.bin,132,132,27
974.bin,132,132,37
975.bin,132,132,22
976.bin,132,132,22
977.bin,132,132,27
978.bin,132,132,22
979.bin,132,132,37
980.bin,132,132,32
981.bin,132,132,27
982.bin,132,132,32
983.bin,132,132,27
984.bin,132,132,32
985.bin,132,132,22
986.bin,132,132,37
987.bin,132,132,37
988.bin,132,132,27
989.bin,132,132,22
990.bin,132,132,22
991.bin,132,132,27
992.bin,132,132,22
993.bin,132,132,37
994.bin,132,132,32
995.bin,132,132,27
996.bin,132,132,37
997.bin,132,132,32
998.bin,132,132,27
999.bin,132,132,22
1000.bin,132,132,27
1001.bin,132,132,32
1002.bin,132,132,37
1003.bin,132,132,27
1004.bin,132,132,37
1005.bin,132,132,22
1006.bin,132,132,22
1007.bin,132,132,32
1008.bin,132,132,22
1009.bin,132,132,32
1010.bin,132,132,27
1011.bin,132,132,37
1012.bin,132,132,27
1013.bin,132,132,32
1014.bin,132,132,37
1015.bin,132,132,27
1016.bin,132,132,27
1017.bin,132,132,22
1018.bin,132,132,22
1019.bin,132,132,37
1020.bin,132,132,22
1021.bin,132,132,37
1022.bin,132,132,37
1023.bin,132,132,32
1024.bin,132,132,27
1025.bin,132,132,27
1026.bin,132,132,32
1027.bin,132,132,27
1028.bin,132,132,32
1029.bin,132,132,22
1030.bin,132,132,22
1031.bin,132,132,22
1032.bin,132,132,22
1033.bin,132,132,27
1034.bin,132,132,37
1035.bin,132,132,32
1036.bin,132,132,27
1037.bin,132,132,37
1038.bin,132,132,27
1039.bin,132,132,32
1040.bin,132,132,37
1041.bin,132,132,32
1042.bin,132,132,22
1043.bin,132,132,27
1044.bin,132,132,22
1045.bin,132,132,27
1046.bin,132,132,22
1047.bin,132,132,22
1048.bin,132,132,27
1049.bin,132,132,37
1050.bin,132,132,37
1051.bin,132,132,32
1052.bin,132,132,32
1053.bin,132,132,27
1054.bin,132,132,32
1055.bin,132,132,37
1056.bin,132,132,27
1057.bin,132,132,22
1058.bin,132,132,37
1059.bin,132,132,27
1060.bin,132,132,22
1061.bin,132,132,22
1062.bin,132,132,27
1063.bin,132,132,37
1064.bin,132,132,22
1065.bin,132,132,32
1066.bin,132,132,32
1067.bin,132,132,37
1068.bin,132,132,32
1069.bin,132,132,37
1070.bin,132,132,27
1071.bin,132,132,27
1072.bin,132,132,27
1073.bin,132,132,27
1074.bin,132,132,22
1075.bin,132,132,22
1076.bin,132,132,37
1077.bin,132,132,22
1078.bin,132,132,22
1079.bin,132,132,32
1080.bin,132,132,32
1081.bin,132,132,32
1082.bin,132,132,37
1083.bin,132,132,27
1084.bin,132,132,37
1085.bin,132,132,27
1086.bin,132,132,27
1087.bin,132,132,27
1088.bin,132,132,22
1089.bin,132,132,22
1090.bin,132,132,37
1091.bin,132,132,32
1092.bin,132,132,22
1093.bin,132,132,22
1094.bin,132,132,32
1095.bin,132,132,37
1096.bin,132,132,32
1097.bin,132,132,37
1098.bin,132,132,27
1099.bin,132,132,27
1100.bin,132,132,32
1101.bin,132,132,27
1102.bin,132,132,22
1103.bin,132,132,27
1104.bin,132,132,22
1105.bin,132,132,37
1106.bin,132,132,22
1107.bin,132,132,32
1108.bin,132,132,37
1109.bin,132,132,32
1110.bin,132,132,37
1111.bin,132,132,27
1112.bin,132,132,22
1113.bin,132,132,27
1114.bin,132,132,27
1115.bin,132,132,37
1116.bin,132,132,32
1117.bin,132,132,22
1118.bin,132,132,27
1119.bin,132,132,32
1120.bin,132,132,32
1121.bin,132,132,22
1122.bin,132,132,27
1123.bin,132,132,37
1124.bin,132,132,22
1125.bin,132,132,37
1126.bin,132,132,22
1127.bin,132,132,27
1128.bin,132,132,32
1129.bin,132,132,32
1130.bin,132,132,37
1131.bin,132,132,32
1132.bin,132,132,27
1133.bin,132,132,22
1134.bin,132,132,37
1135.bin,132,132,27
1136.bin,132,132,27
1137.bin,132,132,22
1138.bin,132,132,22
1139.bin,132,132,37
1140.bin,132,132,27
1141.bin,132,132,22
1142.bin,132,132,32
1143.bin,132,132,37
1144.bin,132,132,37
1145.bin,132,132,32
1146.bin,132,132,22
1147.bin,132,132,32
1148.bin,132,132,27
1149.bin,132,132,27
1150.bin,132,132,27
1151.bin,132,132,22
1152.bin,132,132,37
1153.bin,132,132,22
1154.bin,132,132,27
1155.bin,132,132,22
1156.bin,132,132,32
1157.bin,132,132,37
1158.bin,132,132,32
1159.bin,132,132,37
1160.bin,132,132,22
1161.bin,132,132,22
1162.bin,132,132,32
1163.bin,132,132,27
1164.bin,132,132,27
1165.bin,132,132,37
1166.bin,132,132,27
1167.bin,132,132,22
1168.bin,132,132,27
1169.bin,132,132,22
1170.bin,132,132,32
1171.bin,132,132,32
1172.bin,132,132,37
1173.bin,132,132,37
1174.bin,132,132,37
1175.bin,132,132,22
1176.bin,132,132,32
1177.bin,132,132,27
1178.bin,132,132,22
1179.bin,132,132,27
1180.bin,132,132,27
1181.bin,132,132,37
1182.bin,132,132,27
1183.bin,132,132,22
1184.bin,132,132,22
1185.bin,132,132,32
1186.bin,132,132,32
1187.bin,132,132,37
1188.bin,132,132,37
1189.bin,132,132,27
1190.bin,132,132,22
1191.bin,132,132,32
1192.bin,132,132,22
1193.bin,132,132,27
1194.bin,132,132,27
1195.bin,132,132,22
1196.bin,132,132,22
1197.bin,132,132,27
1198.bin,132,132,32
1199.bin,132,132,37
1200.bin,132,132,37
1201.bin,132,132,22
1202.bin,132,132,37
1203.bin,132,132,32
1204.bin,132,132,32
1205.bin,132,132,27
1206.bin,132,132,22
1207.bin,132,132,27
1208.bin,132,132,22
1209.bin,132,132,27
1210.bin,132,132,27
1211.bin,132,132,22
1212.bin,132,132,37
1213.bin,132,132,32
1214.bin,132,132,32
1215.bin,132,132,22
1216.bin,132,132,37
1217.bin,132,132,37
1218.bin,132,132,22
1219.bin,132,132,32
1220.bin,132,132,27
1221.bin,132,132,27
1222.bin,132,132,27
1223.bin,132,132,27
1224.bin,132,132,37
1225.bin,132,132,32
1226.bin,132,132,22
1227.bin,132,132,37
1228.bin,132,132,32
1229.bin,132,132,22
1230.bin,132,132,37
1231.bin,132,132,22
1232.bin,132,132,22
1233.bin,132,132,32
1234.bin,132,132,27
1235.bin,132,132,27
1236.bin,132,132,27
1237.bin,132,132,27
1238.bin,132,132,37
1239.bin,132,132,37
1240.bin,132,132,32
1241.bin,132,132,22
1242.bin,132,132,22
